MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
défruitement;défruitements;;
défrustration;défrustrations;;
défrénation;défrénations;;
défécographie;défécographies;;
défédéralisation;défédéralisations;;
déféminisation;déféminisations;;
déférent;déférents;;
déférente;déférentes;;
déférentite;déférentites;;
déférentographie;déférentographies;;
dégainage;dégainages;;
dégainement;dégainements;;
dégarage;dégarages;;
dégarnissage;dégarnissages;;
dégarnisseuse;dégarnisseuses;;
dégaussement;dégaussements;;
dégazeur;dégazeurs;;
dégazifiant;dégazifiants;;
dégazonneuse;dégazonneuses;;
dégermeur;dégermeurs;;
dégermeuse;dégermeuses;;
dégivrant;dégivrants;;
déglabation;déglabations;;
déglabration;déglabrations;;
déglaisage;déglaisages;;
déglaçonnement;déglaçonnements;;
déglomération;déglomérations;;
déglycérination;déglycérinations;;
dégoisement;dégoisements;;
dégondage;dégondages;;
dégonfle;dégonfles;;
dégonflé;dégonflés;dégonflée;dégonflées
dégorgeage;dégorgeages;;
dégou;dégous;;
dégoudronneur;dégoudronneurs;;
dégoudronneuse;dégoudronneuses;;
dégoudronnoir;dégoudronnoirs;;
dégoulinage;dégoulinages;;
dégoupillage;dégoupillages;;
dégourdissage;dégourdissages;;
dégourdisseur;dégourdisseurs;;
dégoûtant;dégoûtants;;
dégoûté;dégoûtés;;
dégrafage;dégrafages;;
dégraissant;dégraissants;;
dégrammaticalisation;dégrammaticalisations;;
dégranulation;dégranulations;;
dégraphitage;dégraphitages;;
dégraphiteur;dégraphiteurs;dégraphiteuse;dégraphiteuses
dégrat;dégrats;;
dégravillonnage;dégravillonnages;;
dégrenage;dégrenages;;
dégriffe;dégriffes;;
dégriffeur;dégriffeurs;;
dégriffé;dégriffés;;
dégrillage;dégrillages;;
dégrilleur;dégrilleurs;;
dégrippant;dégrippants;;
dégrossage;dégrossages;;
dégrossi;dégrossis;;
dégréage;dégréages;;
dégrénage;dégrénages;;
dégu;dégus;;
déguenillé;déguenillés;déguenillée;déguenillées
dégueulasse;dégueulasses;;
déguisé;déguisés;déguisée;déguisées
dégâts;;;
déhalage;déhalages;;
déhouillement;déhouillements;;
déhourdage;déhourdages;;
déhydrase;déhydrases;;
déhydroandrostérone;déhydroandrostérones;;
déhydrocholestérol;déhydrocholestérols;;
déhydrogénase;déhydrogénases;;
déhydrorétinol;déhydrorétinols;;
déicier;déiciers;déicière;déicières
déionisation;déionisations;;
déixis;;;
déjantage;déjantages;;
déjaugeage;déjaugeages;;
déjaugement;déjaugements;;
déjecteur;déjecteurs;;
déjections;;;
déjour;déjours;;
déjoutement;déjoutements;;
délabialisation;délabialisations;;
délactosage;délactosages;;
délaineuse;délaineuses;;
délaissé;délaissés;délaissée;délaissées
délaitement;délaitements;;
délaminage;délaminages;;
délamination;délaminations;;
délaniérage;délaniérages;;
délardeuse;délardeuses;;
délatif;délatifs;;
délavement;délavements;;
délayeur;délayeurs;délayeuse;délayeuses
délayé;délayés;;
déleucocytation;déleucocytations;;
déliage;déliages;;
déliaste;déliastes;;
délibératif;délibératifs;;
délies;;;
délignement;délignements;;
délignification;délignifications;;
délignure;délignures;;
délinéateur;délinéateurs;;
délirogène;délirogènes;;
délissoir;délissoirs;;
délitation;délitations;;
déliteur;déliteurs;;
délivraison;délivraisons;;
déluteur;déluteurs;déluteuse;déluteuses
démaclage;démaclages;;
démagnétiseur;démagnétiseurs;;
démaillotage;démaillotages;;
démanchage;démanchages;;
démanoquage;démanoquages;;
démantoïde;démantoïdes;;
démaoïsation;démaoïsations;;
démaquillant;démaquillants;;
démarcage;démarcages;;
démargarination;démargarinations;;
démargination;démarginations;;
démarieuse;démarieuses;;
démarque;démarques;;
démarquement;démarquements;;
démarxisation;démarxisations;;
démascleur;démascleurs;démascleuse;démascleuses
démasculinisation;démasculinisations;;
démasselottage;démasselottages;;
démassification;démassifications;;
démastiquage;démastiquages;;
démaçonnage;démaçonnages;;
démerde;démerdes;;
démerdeur;démerdeurs;démerdeuse;démerdeuses
démiellage;démiellages;;
déminéralisateur;déminéralisateurs;;
démochrétien;démochrétiens;démochrétienne;démochrétiennes
démodexose;démodexoses;;
démodulomètre;démodulomètres;;
démodécidé;démodécidés;;
démodécie;démodécies;;
démonisation;démonisations;;
démonomancie;démonomancies;;
démonopathie;démonopathies;;
démonstratif;démonstratifs;;
démontrabilité;démontrabilités;;
démorphinisation;démorphinisations;;
démosponge;démosponges;;
démoticisme;démoticismes;;
démotorisation;démotorisations;;
démouchetage;démouchetages;;
démoulant;démoulants;;
démoustication;démoustications;;
démoustiquage;démoustiquages;;
démultiplicateur;démultiplicateurs;;
démâtement;démâtements;;
démétallisation;démétallisations;;
déméthanisation;déméthanisations;;
déméthaniseur;déméthaniseurs;;
démétries;;;
démêlant;démêlants;;
démêlures;;;
démêlés;;;
dénaturateur;dénaturateurs;dénaturatrice;dénaturatrices
dénervage;dénervages;;
dénervation;dénervations;;
dénichage;dénichages;;
dénichement;dénichements;;
dénickelage;dénickelages;;
dénitrage;dénitrages;;
dénitratation;dénitratations;;
dénitration;dénitrations;;
dénitreur;dénitreurs;;
dénitrogénation;dénitrogénations;;
dénoueur;dénoueurs;dénoueuse;dénoueuses
dénoyage;dénoyages;;
dénudage;dénudages;;
dénutri;dénutris;dénutrie;dénutries
dénébulateur;dénébulateurs;;
dénégateur;dénégateurs;dénégatrice;dénégatrices
dénéral;dénéraux;;
déoxythymidine;déoxythymidines;;
dépaisselage;dépaisselages;;
dépalettiseur;dépalettiseurs;;
dépalissage;dépalissages;;
dépannage-remorquage;;;
dépanouillage;dépanouillages;;
dépanouilleur;dépanouilleurs;;
dépanouilleuse;dépanouilleuses;;
dépapillation;dépapillations;;
déparchage;déparchages;;
déparcheminage;déparcheminages;;
déparchemineur;déparchemineurs;;
déparcheur;déparcheurs;;
déparementage;déparementages;;
déparisianisation;déparisianisations;;
déparquement;déparquements;;
départementaliste;départementalistes;;
départoir;départoirs;;
dépastillage;dépastillages;;
dépastilleur;dépastilleurs;;
dépelliculage;dépelliculages;;
dépendage;dépendages;;
dépendances;;;
dépenses;;;
dépentanisateur;dépentanisateurs;;
dépentanisation;dépentanisations;;
dépentaniseur;dépentaniseurs;;
déperditeur;déperditeurs;;
déphasement;déphasements;;
déphlegmateur;déphlegmateurs;;
déphonation;déphonations;;
déphonologisation;déphonologisations;;
dépiautement;dépiautements;;
dépigeonnisation;dépigeonnisations;;
dépilatoire;dépilatoires;;
dépilement;dépilements;;
dépitonnage;dépitonnages;;
dépitonneur;dépitonneurs;;
déplacé;déplacés;;
déplanification;déplanifications;;
déplasmolyse;déplasmolyses;;
dépli;déplis;;
déplombisme;déplombismes;;
dépoilage;dépoilages;;
dépolarisant;dépolarisants;;
dépolissement;dépolissements;;
dépolluant;dépolluants;;
dépontillage;dépontillages;;
déportance;déportances;;
dépouilles;;;
dépouillé;dépouillés;;
dépoussiérant;dépoussiérants;;
dépressage;dépressages;;
dépressif;dépressifs;dépressive;dépressives
dépressothérapie;dépressothérapies;;
déprimage;déprimages;;
déprimant;déprimants;;
déprise;déprises;;
déprivation;déprivations;;
déprogrammeur;déprogrammeurs;déprogrammeuse;déprogrammeuses
dépropanisation;dépropanisations;;
dépropaniseur;dépropaniseurs;;
dépréciatif;dépréciatifs;;
dépsychiatrisation;dépsychiatrisations;;
dépulpage;dépulpages;;
dépulpation;dépulpations;;
dépulpeur;dépulpeurs;;
dépécoration;dépécorations;;
dépôt-vente;dépôts-ventes;;
dépôts;;;
déracinage;déracinages;;
déradelphe;déradelphes;;
déraillage;déraillages;;
déramage;déramages;;
dérangé;dérangés;dérangée;dérangées
dérase;dérases;;
dérayage;dérayages;;
dérayeuse;dérayeuses;;
dérencéphale;dérencéphales;;
dérestauration;dérestaurations;;
déridage;déridages;;
dérivable;dérivables;;
dérivement;dérivements;;
dérivetage;dérivetages;;
dérivette;dérivettes;;
dérivoire;dérivoires;;
dérivomètre;dérivomètres;;
dérivonnette;dérivonnettes;;
dérivure;dérivures;;
dérobeur;dérobeurs;dérobeuse;dérobeuses
dérobée;dérobées;;
dérocheuse;dérocheuses;;
déroctage;déroctages;;
dérocteuse;dérocteuses;;
dérocéras;;;
dérodyme;dérodymes;;
dérompeuse;dérompeuses;;
dérotation;dérotations;;
dérotomie;dérotomies;;
déruellage;déruellages;;
dérussification;dérussifications;;
dérèglements;;;
dés;;;
désaboutement;désaboutements;;
désaccentuation;désaccentuations;;
désacidification;désacidifications;;
désaciération;désaciérations;;
désadapté;désadaptés;désadaptée;désadaptées
désaffiliation;désaffiliations;;
désagatage;désagatages;;
désagragation;désagragations;;
désagrègement;désagrègements;;
désaisonnalisation;désaisonnalisations;;
désaisonnement;désaisonnements;;
désalcoylation;désalcoylations;;
désaliénisme;désaliénismes;;
désallocation;désallocations;;
désaluminisation;désaluminisations;;
désamidonnage;désamidonnages;;
désaminase;désaminases;;
désamortissement;désamortissements;;
désapprentissage;désapprentissages;;
désargentage;désargentages;;
désargentement;désargentements;;
désargenteur;désargenteurs;désargenteuse;désargenteuses
désaromatisation;désaromatisations;;
désarrondissement;désarrondissements;;
désarthrodèse;désarthrodèses;;
désarçonnement;désarçonnements;;
désasphaltage;désasphaltages;;
désaspiration;désaspirations;;
désassemblement;désassemblements;;
désatellisation;désatellisations;;
désattribution;désattributions;;
désaturation;désaturations;;
désaubage;désaubages;;
désaubiérage;désaubiérages;;
désaxation;désaxations;;
désaérage;désaérages;;
désaérateur;désaérateurs;;
désaération;désaérations;;
désaéreuse;désaéreuses;;
déschistage;déschistages;;
déschisteur;déschisteurs;;
déschlammage;déschlammages;;
déschlammeur;déschlammeurs;;
désemballage;désemballages;;
désembattage;désembattages;;
désembourgeoisement;désembourgeoisements;;
désembrayage;désembrayages;;
désembrochage;désembrochages;;
désembrouillage;désembrouillages;;
désembrouilleur;désembrouilleurs;;
désemmanchement;désemmanchements;;
désempesage;désempesages;;
désemphatisation;désemphatisations;;
désempilage;désempilages;;
désencadrement;désencadrements;;
désencastage;désencastages;;
désenclenchement;désenclenchements;;
désencollage;désencollages;;
désencroûtement;désencroûtements;;
désencuivrage;désencuivrages;;
désenflement;désenflements;;
désenflure;désenflures;;
désenfournage;désenfournages;;
désenfumage;désenfumages;;
désengageur;désengageurs;;
désengorgement;désengorgements;;
désengourdissement;désengourdissements;;
désengrenage;désengrenages;;
désenliasseuse;désenliasseuses;;
désenrayage;désenrayages;;
désenrayeur;désenrayeurs;;
désenrobage;désenrobages;;
désensachage;désensachages;;
désensacheuse;désensacheuses;;
désensibilisant;désensibilisants;;
désensimage;désensimages;;
désensorcellement;désensorcellements;;
désenvoûtement;désenvoûtements;;
désenvoûteur;désenvoûteurs;;
désessenciation;désessenciations;;
désessenciement;désessenciements;;
déseuropéanisation;déseuropéanisations;;
déshabilitation;déshabilitations;;
déshabitude;déshabitudes;;
désherbant;désherbants;;
désheurement;désheurements;;
déshuilage;déshuilages;;
déshuileur;déshuileurs;;
déshumidificateur;déshumidificateurs;;
déshumidification;déshumidifications;;
déshydrase;déshydrases;;
déshydratant;déshydratants;;
déshydrateur;déshydrateurs;;
déshydrateuse;déshydrateuses;;
déshydrogénant;déshydrogénants;;
déshydrohalogénation;déshydrohalogénations;;
désidéologisation;désidéologisations;;
désilage;désilages;;
désileuse;désileuses;;
désilicatation;désilicatations;;
désilicification;désilicifications;;
désillusionnement;désillusionnements;;
désincarcération;désincarcérations;;
désincitation;désincitations;;
désincorporation;désincorporations;;
désincrustant;désincrustants;;
désinfectant;désinfectants;;
désinfestation;désinfestations;;
désinformateur;désinformateurs;désinformatrice;désinformatrices
désinhibiteur;désinhibiteurs;;
désintermédiation;désintermédiations;;
désintoxiquant;désintoxiquants;;
désintrication;désintrications;;
désinvagination;désinvaginations;;
désinvestiture;désinvestitures;;
désionisation;désionisations;;
désis;;;
désoblitération;désoblitérations;;
désobusage;désobusages;;
désodorisant;désodorisants;;
désoeuvré;désoeuvrés;désoeuvrée;désoeuvrées
désolvatation;désolvatations;;
désonglage;désonglages;;
désoperculateur;désoperculateurs;;
désoperculation;désoperculations;;
désordres;;;
désorganisateur;désorganisateurs;désorganisatrice;désorganisatrices
désoufrage;désoufrages;;
désoutillement;désoutillements;;
désoxyadénosine;désoxyadénosines;;
désoxycytidine;désoxycytidines;;
désoxydant;désoxydants;;
désoxyguanosine;désoxyguanosines;;
désoxygénant;désoxygénants;;
désoxyhémoglobine;désoxyhémoglobines;;
désoxymyoglobine;désoxymyoglobines;;
désoxyribonucléoprotéide;désoxyribonucléoprotéides;;
déspiralisation;déspiralisations;;
déspécialisation;déspécialisations;;
déssépiphysiodèse;déssépiphysiodèses;;
désucrage;désucrages;;
désucreur;désucreurs;;
désulfitage;désulfitages;;
désulfitation;désulfitations;;
désurbanisation;désurbanisations;;
désurchauffe;désurchauffes;;
désurchauffeur;désurchauffeurs;;
désutilité;désutilités;;
désécaillage;désécaillages;;
déséconomies;;;
désélectriseur;désélectriseurs;;
désémitisation;désémitisations;;
désémulsifiant;désémulsifiants;;
désémulsificateur;désémulsificateurs;;
désémulsion;désémulsions;;
désémulsionneur;désémulsionneurs;;
désépargne;désépargnes;;
déséquettage;déséquettages;;
déséquilibration;déséquilibrations;;
déséquilibré;déséquilibrés;déséquilibrée;déséquilibrées
désétablissement;désétablissements;;
désétamage;désétamages;;
déséthanisation;déséthanisations;;
déséthaniseur;déséthaniseurs;;
détaché;détachés;détachée;détachées
détalonnage;détalonnages;;
détannage;détannages;;
détannisation;détannisations;;
détartrant;détartrants;;
détatouage;détatouages;;
détectabilité;détectabilités;;
détectivité;détectivités;;
dételeur;dételeurs;dételeuse;dételeuses
détentillon;détentillons;;
déterminisation;déterminisations;;
déterminité;déterminités;;
déterpénation;déterpénations;;
déterritorialisation;déterritorialisations;;
déthéiné;déthéinés;;
déthésaurisation;déthésaurisations;;
détimbrage;détimbrages;;
détiquage;détiquages;;
détiré;détirés;;
détissage;détissages;;
détonant;détonants;;
détordeuse;détordeuses;;
détourneur;détourneurs;;
détours;;;
détrancanoir;détrancanoirs;;
détribalisation;détribalisations;;
détricotage;détricotages;;
détriticole;détriticoles;;
détrition;détritions;;
détritique;détritiques;;
détritivore;détritivores;;
détritoir;détritoirs;;
détroquage;détroquages;;
détrusor;détrusors;;
détubage;détubages;;
détérioré;détériorés;détériorée;détériorées
dévagination;dévaginations;;
dévalaison;dévalaisons;;
dévaloir;dévaloirs;;
dévastateur;dévastateurs;dévastatrice;dévastatrices
développateur;développateurs;;
développements;;;
déverbatif;déverbatifs;;
déverdissage;déverdissages;;
déverglaçage;déverglaçages;;
déversage;déversages;;
déversée;déversées;;
dévertagoir;dévertagoirs;;
déviomètre;déviomètres;;
dévirage;dévirages;;
dévirolage;dévirolages;;
dévirure;dévirures;;
dévissé;dévissés;;
dévocalisation;dévocalisations;;
dévoisement;dévoisements;;
dévolutaire;dévolutaires;;
dévotions;;;
dévots;;;
dévrillage;dévrillages;;
dévésiculage;dévésiculages;;
dévésiculeur;dévésiculeurs;;
dévêtisseur;dévêtisseurs;;
dévî;dévîs;;
dézincage;dézincages;;
dézincification;dézincifications;;
dézingage;dézingages;;
déélectronation;déélectronations;;
dîmier;dîmiers;;
dîmée;dîmées;;
dîner-débat;dîners-débats;;
dînâr;dînârs;;
dômite;dômites;;
dông;dôngs;;
eagle;eagles;;
earias;;;
earl;earls;;
easterlies;;;
eau-mère;;;
ebiara;ebiaras;;
ecchondrome;ecchondromes;;
ecchondrose;ecchondroses;;
ecchymatose;ecchymatoses;;
eccremocarpus;;;
ecdermatose;ecdermatoses;;
ecdysies;;;
ecdysis;;;
ecdysone;ecdysones;;
ecdystéroïde;ecdystéroïdes;;
ecdémite;ecdémites;;
ecgonine;ecgonines;;
echeveria;echeverias;;
echinocyamus;;;
echovirus;;;
ecthèse;ecthèses;;
ectinite;ectinites;;
ectoantigène;ectoantigènes;;
ectobie;ectobies;;
ectocardie;ectocardies;;
ectocarpale;ectocarpales;;
ectocyste;ectocystes;;
ectodermatose;ectodermatoses;;
ectodermose;ectodermoses;;
ectohormone;ectohormones;;
ectomorphie;ectomorphies;;
ectoméninge;ectoméninges;;
ectopage;ectopages;;
ectopagie;ectopagies;;
ectopiste;ectopistes;;
ectoplacenta;ectoplacentas;;
ectopoesophage;ectopoesophages;;
ectosympathose;ectosympathoses;;
ectrochéirie;ectrochéiries;;
ectrodactyle;ectrodactyles;;
ectrognathie;ectrognathies;;
ectrogénie;ectrogénies;;
ectromèle;ectromèles;;
ectromélie;ectromélies;;
ectropodie;ectropodies;;
ectrourie;ectrouries;;
ecténie;ecténies;;
eczématide;eczématides;;
eczématisation;eczématisations;;
eczématose;eczématoses;;
edge;;;
edhémite;edhémites;;
effaneuse;effaneuses;;
effectifs;;;
effectuabilité;effectuabilités;;
effectuation;effectuations;;
effet-boomerang;;;
effiloches;;;
effiloché;effilochés;;
effiloqueur;effiloqueurs;effiloqueuse;effiloqueuses
effluvation;effluvations;;
effondreur;effondreurs;;
effrénement;effrénements;;
efrit;efrits;;
egesta;;;
eiconomètre;eiconomètres;;
eicosane;eicosanes;;
eicosanoïde;eicosanoïdes;;
eidochiroscopie;eidochiroscopies;;
eidétique;eidétiques;;
eidétisme;eidétismes;;
einherjar;;;
eisitéries;;;
eisénie;eisénies;;
ekiri;;;
ekpwele;ekpweles;;
ektacytomètre;ektacytomètres;;
elaeagnus;;;
eleis;;;
elginisme;elginismes;;
ellampus;;;
ellipométrie;ellipométries;;
ellipsocephalus;;;
ellipsographe;ellipsographes;;
ellipsométrie;ellipsométries;;
elliptocyte;elliptocytes;;
elliptocytose;elliptocytoses;;
ellobiidé;ellobiidés;;
ellsworthite;ellsworthites;;
elmis;;;
elpasolite;elpasolites;;
elpidite;elpidites;;
elvan;elvans;;
emballonuridé;emballonuridés;;
embarrure;embarrures;;
embatteur;embatteurs;;
embidonnage;embidonnages;;
embidonneuse;embidonneuses;;
embie;embies;;
embioptère;embioptères;;
embiotocidé;embiotocidés;;
emblée;;;
embobinage;embobinages;;
embolectomie;embolectomies;;
embolite;embolites;;
embololalie;embololalies;;
embolomère;embolomères;;
embolophasie;embolophasies;;
embouage;embouages;;
emboucautage;emboucautages;;
embouchage;embouchages;;
embouclement;embouclements;;
embouti;emboutis;;
emboutissabilité;emboutissabilités;;
embrassoires;;;
embrassé;embrassés;;
embrayeur;embrayeurs;;
embreyite;embreyites;;
embrithopode;embrithopodes;;
embrochage;embrochages;;
embryographie;embryographies;;
embryologue;embryologues;;
embryoscopie;embryoscopies;;
embryotoxon;embryotoxons;;
embryotrophe;embryotrophes;;
embut;embuts;;
embuvage;embuvages;;
emmaillement;emmaillements;;
emmouflage;emmouflages;;
emmouflement;emmouflements;;
emmétrage;emmétrages;;
empanon;empanons;;
empeignage;empeignages;;
empennelle;empennelles;;
empenoir;empenoirs;;
empercheur;empercheurs;empercheuse;empercheuses
emphatisation;emphatisations;;
emphytus;;;
empididé;empididés;;
empiriocriticiste;empiriocriticistes;;
empiriomonisme;empiriomonismes;;
empiriomoniste;empiriomonistes;;
empis;;;
emplectite;emplectites;;
emplois;;;
emplumement;emplumements;;
empoise;empoises;;
empommage;empommages;;
emporos;;;
emposieu;emposieux;;
empouilles;;;
empoutage;empoutages;;
empressé;empressés;empressée;empressées
emprosthotonos;;;
emprésurage;emprésurages;;
empéripolesis;;;
empéripolèse;empéripolèses;;
enarmonia;enarmonias;;
encageur;encageurs;encageuse;encageuses
encaisse-or;;;
encamionnage;encamionnages;;
encamionneuse;encamionneuses;;
encapuchonnement;encapuchonnements;;
encarassage;encarassages;;
encarrassage;encarrassages;;
encarsia;encarsias;;
encartonnage;encartonnages;;
encartouchage;encartouchages;;
encartoucheur;encartoucheurs;encartoucheuse;encartoucheuses
encastage;encastages;;
encasteur;encasteurs;encasteuse;encasteuses
enchapage;enchapages;;
enchape;enchapes;;
enchaperonnement;enchaperonnements;;
encharnage;encharnages;;
enchaucenage;enchaucenages;;
enchaussage;enchaussages;;
enchaussenage;enchaussenages;;
enchaux;;;
enchondromatose;enchondromatoses;;
enchythrée;enchythrées;;
enclavome;enclavomes;;
enclenche;enclenches;;
enclencheur;enclencheurs;;
encloisonnement;encloisonnements;;
enclumette;enclumettes;;
encochage;encochages;;
encochement;encochements;;
encoprésie;encoprésies;;
encoprétique;encoprétiques;;
encordage;encordages;;
encoubert;encouberts;;
encratisme;encratismes;;
encroisage;encroisages;;
encroisement;encroisements;;
encroix;;;
encrouage;encrouages;;
encuivrage;encuivrages;;
encuvement;encuvements;;
encyrtidé;encyrtidés;;
encyrtus;;;
encénie;encénies;;
encépagement;encépagements;;
encéphalalgie;encéphalalgies;;
encéphaline;encéphalines;;
encéphalisation;encéphalisations;;
encéphalocèle;encéphalocèles;;
encéphalomalacie;encéphalomalacies;;
encéphalome;encéphalomes;;
encéphalomyocardite;encéphalomyocardites;;
encéphalomyopathie;encéphalomyopathies;;
encéphalomyélite;encéphalomyélites;;
encéphalomyélographie;encéphalomyélographies;;
encéphalomyélopathie;encéphalomyélopathies;;
encéphalomégalie;encéphalomégalies;;
encéphalométrie;encéphalométries;;
encéphalorragie;encéphalorragies;;
encéphaloïde;encéphaloïdes;;
endamoebidé;endamoebidés;;
endartère;endartères;;
endartériectomie;endartériectomies;;
endartériolite;endartériolites;;
endartériose;endartérioses;;
endaubeur;endaubeurs;endaubeuse;endaubeuses
endectomie;endectomies;;
endlichite;endlichites;;
endoamnioscopie;endoamnioscopies;;
endocardectomie;endocardectomies;;
endoceras;;;
endocervicite;endocervicites;;
endocol;endocols;;
endocraniose;endocranioses;;
endocrinide;endocrinides;;
endocrinie;endocrinies;;
endocrinopathie;endocrinopathies;;
endocrinothérapie;endocrinothérapies;;
endocurithérapie;endocurithérapies;;
endocuticule;endocuticules;;
endocyme;endocymes;;
endocymie;endocymies;;
endocymien;endocymiens;;
endocyste;endocystes;;
endodontidé;endodontidés;;
endofibrose;endofibroses;;
endogame;endogames;;
endognathie;endognathies;;
endographie;endographies;;
endogène;endogènes;;
endolymphite;endolymphites;;
endomorphine;endomorphines;;
endomychus;;;
endomycose;endomycoses;;
endomyocardiopathie;endomyocardiopathies;;
endomyocardite;endomyocardites;;
endomyopéricardite;endomyopéricardites;;
endométriome;endométriomes;;
endométriose;endométrioses;;
endométrioïde;endométrioïdes;;
endoparasitisme;endoparasitismes;;
endoperoxyde;endoperoxydes;;
endophasie;endophasies;;
endophtalmie;endophtalmies;;
endophtalmitis;;;
endoprothèse;endoprothèses;;
endopyélotomie;endopyélotomies;;
endopélycoscopie;endopélycoscopies;;
endopéricardite;endopéricardites;;
endoradiothérapie;endoradiothérapies;;
endoreduplication;endoreduplications;;
endoréisme;endoréismes;;
endoröntgenthérapie;endoröntgenthérapies;;
endosalpingiose;endosalpingioses;;
endosome;endosomes;;
endosonographie;endosonographies;;
endosses;;;
endoste;endostes;;
endosternite;endosternites;;
endostimuline;endostimulines;;
endostose;endostoses;;
endostyle;endostyles;;
endothia;endothias;;
endothécium;endothéciums;;
endothélialisation;endothélialisations;;
endothéliite;endothéliites;;
endothéliomatose;endothéliomatoses;;
endothéliome;endothéliomes;;
endothéliose;endothélioses;;
endothélite;endothélites;;
endoveinite;endoveinites;;
endovirus;;;
endraillage;endraillages;;
endrine;endrines;;
endromis;;;
endémicité;endémicités;;
enferrage;enferrages;;
enficelage;enficelages;;
enfichage;enfichages;;
enfilement;enfilements;;
enfonçoir;enfonçoirs;;
enfossage;enfossages;;
enfrichement;enfrichements;;
enfumoir;enfumoirs;;
enfûteur;enfûteurs;;
engageante;engageantes;;
engageantes;;;
engainement;engainements;;
engane;enganes;;
engarde;engardes;;
engargoussage;engargoussages;;
engerbage;engerbages;;
engerbement;engerbements;;
engineering;engineerings;;
englaçage;englaçages;;
englaçonnement;englaçonnements;;
englobement;englobements;;
engoncement;engoncements;;
engorgeur;engorgeurs;engorgeuse;engorgeuses
engoujure;engoujures;;
engrangeur;engrangeurs;;
engraulidé;engraulidés;;
engravure;engravures;;
engravé;engravés;;
engrossement;engrossements;;
engrénation;engrénations;;
enhayeur;enhayeurs;enhayeuse;enhayeuses
enhydre;enhydres;;
enjambage;enjambages;;
enjambeur;enjambeurs;enjambeuse;enjambeuses
enjantage;enjantages;;
enjonçage;enjonçages;;
enjuponnage;enjuponnages;;
enlarme;enlarmes;;
enlaçage;enlaçages;;
enlaçure;enlaçures;;
enlignement;enlignements;;
enluminage;enluminages;;
enlève;enlèves;;
enneigeur;enneigeurs;;
ennoblisseur;ennoblisseurs;ennoblisseuse;ennoblisseuses
ennomos;;;
ennuagement;ennuagements;;
ennuis;;;
enoicycla;enoicyclas;;
enquêté;enquêtés;enquêtée;enquêtées
enragés;;;
enrayeur;enrayeurs;;
enrobé;enrobés;;
enrouloir;enrouloirs;;
enrôlé;enrôlés;enrôlée;enrôlées
ensatine;ensatines;;
enseignant;enseignants;enseignante;enseignantes
enseigné;enseignés;enseignée;enseignées
ensemenceur;ensemenceurs;;
ensi;ensis;;
ensifère;ensifères;;
ensimeuse;ensimeuses;;
ensis;;;
ensoufrage;ensoufrages;;
ensoufroir;ensoufroirs;;
ensouillement;ensouillements;;
ensouilleuse;ensouilleuses;;
ensouplage;ensouplages;;
ensoupleau;ensoupleaux;;
ensoutané;ensoutanés;ensoutanée;ensoutanées
enstatite;enstatites;;
enstérage;enstérages;;
entablure;entablures;;
entacage;entacages;;
entage;entages;;
entailloir;entailloirs;;
entamoeba;entamoebas;;
entaquage;entaquages;;
entasseur;entasseurs;entasseuse;entasseuses
entelle;entelles;;
entendu;entendus;entendue;entendues
enterobacteriaceae;;;
enterré;enterrés;enterrée;enterrées
enthésite;enthésites;;
enthésopathie;enthésopathies;;
entibois;;;
entiercement;entiercements;;
entime;entimes;;
entoconcha;entoconchas;;
entodesma;entodesmas;;
entodinium;entodiniums;;
entomobryia;entomobryias;;
entomocécidie;entomocécidies;;
entomogamie;entomogamies;;
entomophagie;entomophagies;;
entomophilie;entomophilies;;
entomoscelis;;;
entomostracé;entomostracés;;
entoniscidé;entoniscidés;;
entoparasite;entoparasites;;
entoprocte;entoproctes;;
entoscopie;entoscopies;;
entotrophe;entotrophes;;
entours;;;
entravement;entravements;;
entraxe;entraxes;;
entre-axes;;;
entre-bord;;;
entre-deux-eaux;;;
entre-deux-mers;;;
entrefenêtre;entrefenêtre;;
entre-maillage;;;
entre-modillon;;;
entre-noeud;entre-noeud;;
entrecoupe;entrecoupes;;
entreillage;entreillages;;
entrejeu;entrejeux;;
entremétier;entremétiers;entremétière;entremétières
entreprenant;entreprenants;entreprenante;entreprenantes
entreprise-pilote;entreprises-pilotes;;
entretaillure;entretaillures;;
entretenu;entretenus;entretenue;entretenues
entretoisement;entretoisements;;
entriste;entristes;;
entrée-sortie;;;
entubage;entubages;;
entélodonte;entélodontes;;
entélure;entélures;;
entélégyne;entélégynes;;
enténébrement;enténébrements;;
entérectomie;entérectomies;;
entérobacter;entérobacters;;
entérobactérie;entérobactéries;;
entérobiase;entérobiases;;
entéroclyse;entéroclyses;;
entérococcie;entérococcies;;
entéroconiose;entéroconioses;;
entérocystocèle;entérocystocèles;;
entérocystoplastie;entérocystoplasties;;
entérocyte;entérocytes;;
entérogastrone;entérogastrones;;
entéroglucagon;entéroglucagons;;
entérogone;entérogones;;
entérographe;entérographes;;
entérokystome;entérokystomes;;
entérologie;entérologies;;
entérologue;entérologues;;
entéromorpha;entéromorphas;;
entéromucose;entéromucoses;;
entéromyxorrhée;entéromyxorrhées;;
entéronévrose;entéronévroses;;
entéropathie;entéropathies;;
entéropexie;entéropexies;;
entéroplastie;entéroplasties;;
entéroptôse;entéroptôses;;
entérorectostomie;entérorectostomies;;
entérorragie;entérorragies;;
entérorraphie;entérorraphies;;
