MOT;PLURIEL;FÉMININ;FEMININ_PLURIEL
clicheur;clicheurs;clicheuse;clicheuses
clientélaire;clientélaires;;climatiseurs
climatiseur;climatiseurs;climatiseuse;climatiseuses
climatothérapique;climatothérapiques;;clinale
clinal;clinale;clinales;clinaux
clinographique;clinographiques;;clissée
clissé;clissée;clissées;clissés
clitreux;clitreuses;clitreux;
clivant;clivante;clivantes;clivants
cloché;clochée;clochées;clochés
cloisonniste;cloisonnistes;;clonogéniques
clonogénique;clonogéniques;;clopinante
clopinant;clopinante;clopinantes;clopinants
clouable;clouables;;
clé;;clémentine;clémentines
clémentin;clémentine;clémentines;clémentins
coadjuteur;coadjuteurs;coadjutrice;coadjutrices
coagulolytique;coagulolytiques;;coassociée
coassocié;coassociée;coassociées;coassociés
coatomique;coatomiques;;cobalteuses
cobalteux;cobalteuses;cobalteux;
cobaltique;cobaltiques;;cocarcinogènes
cocarcinogène;cocarcinogènes;;cocaïniques
cocaïnique;cocaïniques;;cocaïnomanes
cocaïnomane;cocaïnomanes;;coccinée
cocciné;coccinée;coccinées;coccinés
coccypubien;coccypubienne;coccypubiennes;coccypubiens
cochinchinois;cochinchinoise;cochinchinoises;
cocufiable;cocufiables;;codemanderesses
codemandeur;codemanderesses;codemandeur;codemandeurs
codifiable;codifiables;;codifieurs
codifieur;codifieurs;codifieuse;codifieuses
codirecteur;codirecteurs;codirectrice;codirectrices
codirigeant;codirigeante;codirigeantes;codirigeants
codominant;codominante;codominantes;codominants
codonateur;codonateurs;codonatrice;codonatrices
codélirant;codélirante;codélirantes;codélirants
codétenu;codétenue;codétenues;codétenus
coeliaque;coeliaques;;coelioscopiques
coelioscopique;coelioscopiques;;coelomiques
coelomique;coelomiques;;coelosomienne
coelosomien;coelosomienne;coelosomiennes;coelosomiens
coexécuteur;coexécuteurs;coexécutrice;coexécutrices
cofacé;cofacée;cofacées;cofacés
cofinal;cofinale;cofinales;cofinaux
cogneur;cogneurs;cogneuse;cogneuses
cohésifère;cohésifères;;colcretes
colcrete;colcretes;;coliformes
coliforme;coliformes;;colitigante
colitigant;colitigante;colitigantes;colitigants
collabo;collabos;;collaborante
collaborant;collaborante;collaborantes;collaborants
collagénofibreux;collagénofibreuses;collagénofibreux;
collagénolytique;collagénolytiques;;colligatifs
colligatif;colligatifs;colligative;colligatives
collisionnel;collisionnelle;collisionnelles;collisionnels
collocable;collocables;;collodionnée
collodionné;collodionnée;collodionnées;collodionnés
colloïdoclasique;colloïdoclasiques;;colmatante
colmatant;colmatante;colmatantes;colmatants
colonger;colongers;colongère;colongères
coloniaire;coloniaires;;colorieurs
colorieur;colorieurs;;colporteurs
colporteur;colporteurs;colporteuse;colporteuses
colpotrope;colpotropes;;columellée
columellé;columellée;columellées;columellés
comanche;comanches;;comaniques
comanique;comaniques;;comatiques
comatique;comatiques;;comatogènes
comatogène;comatogènes;;combientièmes
combientième;combientièmes;;combinante
combinant;combinante;combinantes;combinants
comité;comitée;comitées;comités
commanditaire;commanditaires;;commotionnelle
commotionnel;commotionnelle;commotionnelles;commotionnels
communiant;communiante;communiantes;communiants
communiel;communielle;communielles;communiels
commémorable;commémorables;;compagnonniques
compagnonnique;compagnonniques;;compartimentale
compartimental;compartimentale;compartimentales;compartimentaux
compensatif;compensatifs;compensative;compensatives
complexant;complexante;complexantes;complexants
complexométrique;complexométriques;;complémentables
complémentable;complémentables;;componentielle
componentiel;componentielle;componentielles;componentiels
comportementaliste;comportementalistes;;compositionnelle
compositionnel;compositionnelle;compositionnelles;compositionnels
compradore;compradores;;computationnelle
computationnel;computationnelle;computationnelles;computationnels
computérisé;computérisée;computérisées;computérisés
comtadin;comtadine;comtadines;comtadins
comédien;comédienne;comédiennes;comédiens
conard;conarde;conardes;conards
concessionnel;concessionnelle;concessionnelles;concessionnels
concrescent;concrescente;concrescentes;concrescents
concrétisable;concrétisables;;condensante
condensant;condensante;condensantes;condensants
condiosporé;condiosporée;condiosporées;condiosporés
conductimétrique;conductimétriques;;conduplicatifs
conduplicatif;conduplicatifs;conduplicative;conduplicatives
condupliqué;condupliquée;condupliquées;condupliqués
confessoire;confessoires;;confidente
confident;confidente;confidentes;confidents
confiturier;confituriers;confiturière;confiturières
confocal;confocale;confocales;confocaux
conglobata;;conglutinatifs;conglutinative
conglutinatif;conglutinatifs;conglutinative;conglutinatives
congophile;congophiles;;congruistes
congruiste;congruistes;;congéniques
congénique;congéniques;;coniféryliques
coniférylique;coniféryliques;;conjonctionnelle
conjonctionnel;conjonctionnelle;conjonctionnelles;conjonctionnels
conjugant;conjugante;conjugantes;conjugants
connaisseur;connaisseurs;connaisseuse;connaisseuses
connard;connarde;connardes;connards
conneau;conneaux;;conorénale
conorénal;conorénale;conorénales;conorénaux
conquassant;conquassante;conquassantes;conquassants
conseilliste;conseillistes;;consensualistes
consensualiste;consensualistes;;conservatistes
conservatiste;conservatistes;;consistométriques
consistométrique;consistométriques;;consolidateurs
consolidateur;consolidateurs;consolidatrice;consolidatrices
constantinien;constantinienne;constantiniennes;constantiniens
constatif;constatifs;constative;constatives
consulable;consulables;;consulteurs
consulteur;consulteurs;consultrice;consultrices
consumable;consumables;;consécrateurs
consécrateur;consécrateurs;consécratrice;consécratrices
containeurisé;containeurisée;containeurisées;containeurisés
containérisable;containérisables;;contemplateurs
contemplateur;contemplateurs;contemplatrice;contemplatrices
conteneurisable;conteneurisables;;contingentaires
contingentaire;contingentaires;;continuatifs
continuatif;continuatifs;continuative;continuatives
contractable;contractables;;contractionnistes
contractionniste;contractionnistes;;contractualisables
contractualisable;contractualisables;;contractualistes
contractualiste;contractualistes;;contrahoraires
contrahoraire;contrahoraires;;contralatérale
contralatéral;contralatérale;contralatérales;contralatéraux
contraposé;contraposée;contraposées;contraposés
contravariant;contravariante;contravariantes;contravariants
contraversif;contraversifs;contraversive;contraversives
contrefaisant;contrefaisante;contrefaisantes;contrefaisants
contresignataire;contresignataires;;contrevariante
contrevariant;contrevariante;contrevariantes;contrevariants
contrevenant;contrevenante;contrevenantes;contrevenants
contribuable;contribuables;;contributeurs
contributeur;contributeurs;contributrice;contributrices
contrictif;contrictifs;contrictive;contrictives
contrôleur;contrôleurs;contrôleuse;contrôleuses
conventionnaliste;conventionnalistes;;conversibles
conversible;conversibles;;convertisseurs
convertisseur;convertisseurs;convertisseuse;convertisseuses
convocable;convocables;;convolables
convolable;convolables;;convulsifiante
convulsifiant;convulsifiante;convulsifiantes;convulsifiants
cooccupant;cooccupante;cooccupantes;cooccupants
coordiné;coordinée;coordinées;coordinés
coordonnable;coordonnables;;coorganisateurs
coorganisateur;coorganisateurs;coorganisatrice;coorganisatrices
coparticipant;coparticipante;coparticipantes;coparticipants
copiable;copiables;;coprophiliques
coprophilique;coprophiliques;;
coquelicot;;coqueluchoïdes;
coqueluchoïde;coqueluchoïdes;;coraillée
coraillé;coraillée;coraillées;coraillés
corallivore;corallivores;;corbins
corbin;corbins;corbine;corbines
cordonal;cordonale;cordonales;cordonaux
corfiote;corfiotes;;coricides
coricide;coricides;;cornarde
cornard;cornarde;cornardes;cornards
corneur;corneurs;corneuse;corneuses
corneux;corneux;;corniauds
corniaud;corniauds;;
cornichon;;corniformes;
corniforme;corniformes;;corniots
corniot;corniots;;cornouaillaise
cornouaillais;cornouaillaise;cornouaillaises;
corolliforme;corolliformes;;corporéale
corporéal;corporéale;corporéales;corporéaux
corpusculeux;corpusculeuses;corpusculeux;
corroyeur;corroyeurs;corroyeuse;corroyeuses
corrézien;corrézienne;corréziennes;corréziens
corsaire;corsaires;;corticodépendante
corticodépendant;corticodépendante;corticodépendantes;corticodépendants
corticomimétique;corticomimétiques;;corticominéralotropes
corticominéralotrope;corticominéralotropes;;corticoprives
corticoprive;corticoprives;;corticorésistante
corticorésistant;corticorésistante;corticorésistantes;corticorésistants
corticosurrénalien;corticosurrénalienne;corticosurrénaliennes;corticosurrénaliens
corticotrope;corticotropes;;cortiniques
cortinique;cortiniques;;cortiqueuses
cortiqueux;cortiqueuses;cortiqueux;
cortisolique;cortisoliques;;cortisonée
cortisoné;cortisonée;cortisonées;cortisonés
corymbiforme;corymbiformes;;coréférente
coréférent;coréférente;coréférentes;coréférents
coréférentiel;coréférentielle;coréférentielles;coréférentiels
cosismal;cosismale;cosismales;cosismaux
cosmophysique;cosmophysiques;;cosmopolites
cosmopolite;cosmopolites;;cosmétologiques
cosmétologique;cosmétologiques;;cosphériques
cosphérique;cosphériques;;costulée
costulé;costulée;costulées;costulés
costumier;costumiers;costumière;costumières
couchitique;couchitiques;;coulables
coulable;coulables;;coumariniques
coumarinique;coumariniques;;coumariques
coumarique;coumariques;;coupeurs
coupeur;coupeurs;coupeuse;coupeuses
courable;courables;;courantologiques
courantologique;courantologiques;;coureurs
coureur;coureurs;coureuse;coureuses
couturier;couturiers;couturière;couturières
coxarthrosique;coxarthrosiques;;coéchangistes
coéchangiste;coéchangistes;;coéditeurs
coéditeur;coéditeurs;coéditrice;coéditrices
coévolutif;coévolutifs;coévolutive;coévolutives
coïtal;coïtale;coïtales;coïtaux
crabier;crabiers;crabière;crabières
crachotant;crachotante;crachotantes;crachotants
crack;cracks;;cradingues
cradingue;cradingues;;
crampon;;cramponnante;cramponnantes
cramponnant;cramponnante;cramponnantes;cramponnants
craniofacial;craniofaciale;craniofaciales;craniofaciaux
crapule;crapules;;craquelante
craquelant;craquelante;craquelantes;craquelants
cratonique;cratoniques;;cravachante
cravachant;cravachante;cravachantes;cravachants
cressonnier;cressonniers;cressonnière;cressonnières
creusois;creusoise;creusoises;
criblant;criblante;criblantes;criblants
criminalisable;criminalisables;;criminalisante
criminalisant;criminalisante;criminalisantes;criminalisants
criminalistique;criminalistiques;;criméenne
criméen;criméenne;criméennes;criméens
cristallifère;cristallifères;;cristalloblastiques
cristalloblastique;cristalloblastiques;;cristallochimiques
cristallochimique;cristallochimiques;;cristallophyllienne
cristallophyllien;cristallophyllienne;cristallophylliennes;cristallophylliens
cristalloïdal;cristalloïdale;cristalloïdales;cristalloïdaux
criticable;criticables;;crochetables
crochetable;crochetables;;crocéiques
crocéique;crocéiques;;croisettée
croisetté;croisettée;croisettées;croisettés
croqueur;croqueurs;croqueuse;croqueuses
crotonique;crotoniques;;crotteuses
crotteux;crotteuses;crotteux;
crotylique;crotyliques;;croupeuses
croupeux;croupeuses;croupeux;
cruche;;crustale;crustales
crustal;crustale;crustales;crustaux
cryodesséché;cryodesséchée;cryodesséchées;cryodesséchés
cryomagnétique;cryomagnétiques;;cryométriques
cryométrique;cryométriques;;cryophiles
cryophile;cryophiles;;cryophysiques
cryophysique;cryophysiques;;cryoprotecteurs
cryoprotecteur;cryoprotecteurs;cryoprotectrice;cryoprotectrices
cryoprécipitable;cryoprécipitables;;cryoprécipitée
cryoprécipité;cryoprécipitée;cryoprécipitées;cryoprécipités
cryoscopique;cryoscopiques;;cryostatiques
cryostatique;cryostatiques;;cryoélectroniques
cryoélectronique;cryoélectroniques;;cryoélectrotechniques
cryoélectrotechnique;cryoélectrotechniques;;cryptocalvinistes
cryptocalviniste;cryptocalvinistes;;cryptoniscienne
cryptoniscien;cryptoniscienne;cryptonisciennes;cryptonisciens
créatique;créatiques;;crédirentiers
crédirentier;crédirentiers;crédirentière;crédirentières
crémant;crémante;crémantes;crémants
crénobiologique;crénobiologiques;;crénothérapiques
crénothérapique;crénothérapiques;;crétinisante
crétinisant;crétinisante;crétinisantes;crétinisants
crétino-goitreux;crétino-goitreux;;crétinoïdes
crétinoïde;crétinoïdes;;crétiques
crétique;crétiques;;crêpeurs
crêpeur;crêpeurs;;cuculée
cuculé;cuculée;cuculées;cuculés
cueilleur;cueilleurs;cueilleuse;cueilleuses
cuistre;cuistres;;
cul;;culards;
culard;culards;;culbutables
culbutable;culbutables;;culminatifs
culminatif;culminatifs;culminative;culminatives
culpabilisateur;culpabilisateurs;culpabilisatrice;culpabilisatrices
cultéraniste;cultéranistes;;cuminiques
cuminique;cuminiques;;cunicoles
cunicole;cunicoles;;cuniculicoles
cuniculicole;cuniculicoles;;cuprolithiques
cuprolithique;cuprolithiques;;curarimimétiques
curarimimétique;curarimimétiques;;curiates
curiate;curiates;;curvatifs
curvatif;curvatifs;curvative;curvatives
cuscuté;cuscutée;cuscutées;cuscutés
cushingoïde;cushingoïdes;;cutanéomuqueuses
cutanéomuqueux;cutanéomuqueuses;cutanéomuqueux;
cuticulaire;cuticulaires;;cyanacétiques
cyanacétique;cyanacétiques;;cyanotiques
cyanotique;cyanotiques;;cyanuriques
cyanurique;cyanuriques;;cybernéticienne
cybernéticien;cybernéticienne;cybernéticiennes;cybernéticiens
cyberterroriste;cyberterroristes;;cycladiques
cycladique;cycladiques;;cyclogénétiques
cyclogénétique;cyclogénétiques;;cyclopienne
cyclopien;cyclopienne;cyclopiennes;cyclopiens
cycloplégique;cycloplégiques;;cyclotouristes
cyclotouriste;cyclotouristes;;cycloïdes
cycloïde;cycloïdes;;cylindro-ogivaux
cylindro-ogival;cylindro-ogivaux;;cylindromateuses
cylindromateux;cylindromateuses;cylindromateux;
cynogénétique;cynogénétiques;;cynologiques
cynologique;cynologiques;;cyphotiques
cyphotique;cyphotiques;;cypriaques
cypriaque;cypriaques;;cypriques
cyprique;cypriques;;cystineuses
cystineux;cystineuses;cystineux;
cystinurique;cystinuriques;;cystoscopiques
cystoscopique;cystoscopiques;;cytoarchitectoniques
cytoarchitectonique;cytoarchitectoniques;;cytolytiques
cytolytique;cytolytiques;;cytomégaliques
cytomégalique;cytomégaliques;;cytopathiques
cytopathique;cytopathiques;;cytopathogènes
cytopathogène;cytopathogènes;;cytophysiques
cytophysique;cytophysiques;;cytoprotecteurs
cytoprotecteur;cytoprotecteurs;cytoprotectrice;cytoprotectrices
cytoréducteur;cytoréducteurs;cytoréductrice;cytoréductrices
cytosolique;cytosoliques;;cytostatiques
cytostatique;cytostatiques;;cytotactiques
cytotactique;cytotactiques;;cytotaxigènes
cytotaxigène;cytotaxigènes;;cytotropes
cytotrope;cytotropes;;câblodistributeurs
câblodistributeur;câblodistributeurs;câblodistributrice;câblodistributrices
câpre;câpres;câpresse;câpresses
célébrant;célébrante;célébrantes;célébrants
cémenteux;cémenteuses;cémenteux;
cénogénétique;cénogénétiques;;céphalogyres
céphalogyre;céphalogyres;;céramométalliques
céramométallique;céramométalliques;;céramoplastiques
céramoplastique;céramoplastiques;;cérigènes
cérigène;cérigènes;;cérotiques
cérotique;cérotiques;;céryliques
cérylique;céryliques;;césaropapistes
césaropapiste;césaropapistes;;cétogènes
cétogène;cétogènes;;cétolytiques
cétolytique;cétolytiques;;
d'ailleurs;;;
d'aplomb;;;
d'autrefois;;;
d'avant-garde;;;daces
d'importance;;daces;
dace;daces;;daciques
dacique;daciques;;dacitiques
dacitique;dacitiques;;dacquoise
dacquois;dacquoise;dacquoises;
dacryogène;dacryogènes;;dacrystiques
dacrystique;dacrystiques;;dactylologiques
dactylologique;dactylologiques;;
dada;;damasienne;damasiennes
damasien;damasienne;damasiennes;damasiens
dameur;dameurs;dameuse;dameuses
dantoniste;dantonistes;;darbystes
darbyste;darbystes;;
dartmorr;;daubeurs;daubeuse
daubeur;daubeurs;daubeuse;daubeuses
debout;;delphinale;delphinales
delphinal;delphinale;delphinales;delphinaux
deltidial;deltidiale;deltidiales;deltidiaux
demandable;demandables;;dendriformes
dendriforme;dendriformes;;dendrochronologiques
dendrochronologique;dendrochronologiques;;densitaires
densitaire;densitaires;;densitométriques
densitométrique;densitométriques;;dentigères
dentigère;dentigères;;dentinaires
dentinaire;dentinaires;;dentoalvéolaires
dentoalvéolaire;dentoalvéolaires;;dentoformateurs
dentoformateur;dentoformateurs;dentoformatrice;dentoformatrices
dentolabial;dentolabiale;dentolabiales;dentolabiaux
der;ders;;dermanyssiques
dermanyssique;dermanyssiques;;dermatopathiques
dermatopathique;dermatopathiques;;dermatoptiques
dermatoptique;dermatoptiques;;dermatosparactiques
dermatosparactique;dermatosparactiques;;dermotropes
dermotrope;dermotropes;;dermoépidermiques
dermoépidermique;dermoépidermiques;;descriptivistes
descriptiviste;descriptivistes;;desmotropes
desmotrope;desmotropes;;desmotropiques
desmotropique;desmotropiques;;desmoïdes
desmoïde;desmoïdes;;
despiciens;;desquamatifs;desquamative
desquamatif;desquamatifs;desquamative;desquamatives
dessiccant;dessiccante;dessiccantes;dessiccants
dessillant;dessillante;dessillantes;dessillants
dessinable;dessinables;;dessoucheurs
dessoucheur;dessoucheurs;dessoucheuse;dessoucheuses
destinataire;destinataires;;deutéranopes
deutéranope;deutéranopes;;deutériques
deutérique;deutériques;;deutérotoques
deutérotoque;deutérotoques;;deutérée
deutéré;deutérée;deutérées;deutérés
devanâgari;devanâgaris;;diables
diable;diables;;diabétogènes
diabétogène;diabétogènes;;diabétologiques
diabétologique;diabétologiques;;diacides
diacide;diacides;;diacodes
diacode;diacodes;;diacondylienne
diacondylien;diacondylienne;diacondyliennes;diacondyliens
diacétique;diacétiques;;diacétylsucciniques
diacétylsuccinique;diacétylsucciniques;;diacétyléniques
diacétylénique;diacétyléniques;;diadelphes
diadelphe;diadelphes;;diadiques
diadique;diadiques;;diadochiques
diadochique;diadochiques;;diadromes
diadrome;diadromes;;diadémée
diadémé;diadémée;diadémées;diadémés
diagométrique;diagométriques;;diagyniques
diagynique;diagyniques;;diagénétiques
diagénétique;diagénétiques;;diakènes
diakène;diakènes;;dialectisables
dialectisable;dialectisables;;dialectophones
dialectophone;dialectophones;;dialegmatiques
dialegmatique;dialegmatiques;;diallagiques
diallagique;diallagiques;;dialoguale
dialogual;dialoguale;dialoguales;dialoguaux
dialurique;dialuriques;;dialycarpiques
dialycarpique;dialycarpiques;;diamantaires
diamantaire;diamantaires;;diammoniques
diammonique;diammoniques;;diamniotiques
diamniotique;diamniotiques;;diaméatiques
diaméatique;diaméatiques;;diandriques
diandrique;diandriques;;dianétiques
dianétique;dianétiques;;diaphoniques
diaphonique;diaphoniques;;diaphonométriques
diaphonométrique;diaphonométriques;;diapiriques
diapirique;diapiriques;;diaporématiques
diaporématique;diaporématiques;;diarthrodiale
diarthrodial;diarthrodiale;diarthrodiales;diarthrodiaux
diascopique;diascopiques;;diasporiques
diasporique;diasporiques;;diastasigènes
diastasigène;diastasigènes;;diastasée
diastasé;diastasée;diastasées;diastasés
diastimométrique;diastimométriques;;diastrophiques
diastrophique;diastrophiques;;diastématiques
diastématique;diastématiques;;diathermiques
diathermique;diathermiques;;diazoacétiques
diazoacétique;diazoacétiques;;diazotypiques
diazotypique;diazotypiques;;diazotée
diazoté;diazotée;diazotées;diazotés
dibromosuccinique;dibromosucciniques;;dicalciques
dicalcique;dicalciques;;dicarbonylée
dicarbonylé;dicarbonylée;dicarbonylées;dicarbonylés
dicaryotique;dicaryotiques;;dichloracétiques
dichloracétique;dichloracétiques;;dichlorophénoxyacétiques
dichlorophénoxyacétique;dichlorophénoxyacétiques;;dichlorée
dichloré;dichlorée;dichlorées;dichlorés
dichogame;dichogames;;dichorioniques
dichorionique;dichorioniques;;dichotiques
dichotique;dichotiques;;dichromates
dichromate;dichromates;;dickensienne
dickensien;dickensienne;dickensiennes;dickensiens
dicline;diclines;;dicotylédonée
dicotylédoné;dicotylédonée;dicotylédonées;dicotylédonés
dictionnairique;dictionnairiques;;dictyocytaires
dictyocytaire;dictyocytaires;;dicétoniques
dicétonique;dicétoniques;;didermiques
didermique;didermiques;;diducteurs
diducteur;diducteurs;diductrice;diductrices
dieppois;dieppoise;dieppoises;
diesel;;diffractante;diffractantes
diffractant;diffractante;diffractantes;diffractants
diffusable;diffusables;;diffusante
diffusant;diffusante;diffusantes;diffusants
différenciable;différenciables;;difluorée
difluoré;difluorée;difluorées;difluorés
digallique;digalliques;;digitaliques
digitalique;digitaliques;;diglycoliques
diglycolique;diglycoliques;;dignitaires
dignitaire;dignitaires;;digonale
digonal;digonale;digonales;digonaux
dihydroxybenzoïque;dihydroxybenzoïques;;dihydroxymaloniques
dihydroxymalonique;dihydroxymaloniques;;diiodée
diiodé;diiodée;diiodées;diiodés
dilatométrique;dilatométriques;;dilemmatiques
dilemmatique;dilemmatiques;;dilettantes
dilettante;dilettantes;;dilobée
dilobé;dilobée;dilobées;dilobés
diluable;diluables;;dilutifs
dilutif;dilutifs;dilutive;dilutives
dimictique;dimictiques;;dimidée
dimidé;dimidée;dimidées;dimidés
dimérique;dimériques;;diméthylacétiques
diméthylacétique;diméthylacétiques;;diméthylallyliques
diméthylallylique;diméthylallyliques;;diméthyliques
diméthylique;diméthyliques;;dinantienne
dinantien;dinantienne;dinantiennes;dinantiens
dioecique;dioeciques;;dioramiques
dioramique;dioramiques;;diotiques
diotique;diotiques;;diphasiques
diphasique;diphasiques;;diphosphoriques
diphosphorique;diphosphoriques;;diphtérimorphes
diphtérimorphe;diphtérimorphes;;diphtéroïdes
diphtéroïde;diphtéroïdes;;diphéniques
diphénique;diphéniques;;diphénylacétiques
diphénylacétique;diphénylacétiques;;diphénylglyoxiliques
diphénylglyoxilique;diphénylglyoxiliques;;
diplex;;diplobiontiques;
diplobiontique;diplobiontiques;;diplocéphales
diplocéphale;diplocéphales;;diploïques
diploïque;diploïques;;dipneumones
dipneumone;dipneumones;;dipsomaniaques
dipsomaniaque;dipsomaniaques;;diptériques
diptérique;diptériques;;dipyges
dipyge;dipyges;;disazoïques
disazoïque;disazoïques;;
disco;;discoboles;
discobole;discoboles;;discophiles
discophile;discophiles;;discophiliques
discophilique;discophiliques;;discoradiculaires
discoradiculaire;discoradiculaires;;dismutases
dismutase;dismutases;;disodée
disodé;disodée;disodées;disodés
dispersoïde;dispersoïdes;;dispondaïques
dispondaïque;dispondaïques;;dispositifs
dispositif;dispositifs;dispositive;dispositives
dispositionnel;dispositionnelle;dispositionnelles;dispositionnels
dissociant;dissociante;dissociantes;dissociants
disséquant;disséquante;disséquantes;disséquants
distanciable;distanciables;;distensifs
distensif;distensifs;distensive;distensives
disthénique;disthéniques;;distillables
distillable;distillables;;distractibles
distractible;distractibles;;disubstituée
disubstitué;disubstituée;disubstituées;disubstitués
disulfonique;disulfoniques;;disulfonée
disulfoné;disulfonée;disulfonées;disulfonés
disystolique;disystoliques;;diterpéniques
diterpénique;diterpéniques;;dithermes
ditherme;dithermes;;dithiocarbamiques
dithiocarbamique;dithiocarbamiques;;dithiocarboniques
dithiocarbonique;dithiocarboniques;;dithiocarboxyliques
dithiocarboxylique;dithiocarboxyliques;;dithioniques
dithionique;dithioniques;;dithéistes
dithéiste;dithéistes;;divaguante
divaguant;divaguante;divaguantes;divaguants
divalent;divalente;divalentes;divalents
diversifiable;diversifiables;;diverticulaires
diverticulaire;diverticulaires;;dividuelle
dividuel;dividuelle;dividuelles;dividuels
divinylique;divinyliques;;divisionnelle
divisionnel;divisionnelle;divisionnelles;divisionnels
divortial;divortiale;divortiales;divortiaux
dizygotique;dizygotiques;;
dièse;;diédriques;
diédrique;diédriques;;diégétiques
diégétique;diégétiques;;diélectrophorétiques
diélectrophorétique;diélectrophorétiques;;diéniques
diénique;diéniques;;diésée
diésé;diésée;diésées;diésés
diéthylbarbiturique;diéthylbarbituriques;;diéthyliques
diéthylique;diéthyliques;;djaïne
djaïn;djaïne;djaïnes;djaïns
djaïna;;djiboutienne;djiboutiennes
djiboutien;djiboutienne;djiboutiennes;djiboutiens
docimologique;docimologiques;;doctissimes
doctissime;doctissimes;;docétiques
docétique;docétiques;;dodrantaires
dodrantaire;dodrantaires;;dodécanoïques
dodécanoïque;dodécanoïques;;dodécasyllabes
dodécasyllabe;dodécasyllabes;;dodécaèdres
dodécaèdre;dodécaèdres;;dogmatisante
dogmatisant;dogmatisante;dogmatisantes;dogmatisants
dogmatiseur;dogmatiseurs;dogmatiseuse;dogmatiseuses
dogmatiste;dogmatistes;;doisynoliques
doisynolique;doisynoliques;;
dolby;;dolichocrânes;
dolichocrâne;dolichocrânes;;dolichotypiques
dolichotypique;dolichotypiques;;doloristes
doloriste;doloristes;;dombistes
dombiste;dombistes;;domicale
domical;domicale;domicales;domicaux
doméen;doméenne;doméennes;doméens
donateur;donateurs;donatrice;donatrices
donneur;donneurs;donneuse;donneuses
dopaminergique;dopaminergiques;;dopaminomimétiques
dopaminomimétique;dopaminomimétiques;;doreurs
doreur;doreurs;doreuse;doreuses
dorsalisant;dorsalisante;dorsalisantes;dorsalisants
dorsiventral;dorsiventrale;dorsiventrales;dorsiventraux
dorso-palatal;;doucie;doucies
douci;doucie;doucies;doucis
doxologique;doxologiques;;drageonnante
drageonnant;drageonnante;drageonnantes;drageonnants
dragueur;dragueurs;dragueuse;dragueuses
draineur;draineurs;draineuse;draineuses
dramatisant;dramatisante;dramatisantes;dramatisants
drapant;drapante;drapantes;drapants
driographique;driographiques;;droitistes
droitiste;droitistes;;dromochroniques
dromochronique;dromochroniques;;dromotropes
dromotrope;dromotropes;;drupacée
drupacé;drupacée;drupacées;drupacés
druse;druses;;drusillaires
drusillaire;drusillaires;;drômoise
drômois;drômoise;drômoises;
ductodépendant;ductodépendante;ductodépendantes;ductodépendants
duhamélien;duhamélienne;duhaméliennes;duhaméliens
dulcifiant;dulcifiante;dulcifiantes;dulcifiants
dunkerquois;dunkerquoise;dunkerquoises;
dunois;dunoise;dunoises;
duodécennal;duodécennale;duodécennales;duodécennaux
duolocal;duolocale;duolocales;duolocaux
duplicatif;duplicatifs;duplicative;duplicatives
duplice;duplices;;durcissables
durcissable;durcissables;;durcissante
durcissant;durcissante;durcissantes;durcissants
durham;;duumvirale;duumvirales
duumviral;duumvirale;duumvirales;duumviraux
dyscalculique;dyscalculiques;;dyschromatopsiques
dyschromatopsique;dyschromatopsiques;;dyscrasiques
dyscrasique;dyscrasiques;;dyscéphaliques
dyscéphalique;dyscéphaliques;;dysentériformes
dysentériforme;dysentériformes;;dysgraphiques
dysgraphique;dysgraphiques;;dysgravidiques
dysgravidique;dysgravidiques;;dysgéniques
dysgénique;dysgéniques;;dysgénésiques
dysgénésique;dysgénésiques;;dysharmonieuses
dysharmonieux;dysharmonieuses;dysharmonieux;
dysidrosique;dysidrosiques;;dysimmunitaires
dysimmunitaire;dysimmunitaires;;dyskinétiques
dyskinétique;dyskinétiques;;dyskératosiques
dyskératosique;dyskératosiques;;dyslipémiques
dyslipémique;dyslipémiques;;dysmatures
dysmature;dysmatures;;dysmorphiques
dysmorphique;dysmorphiques;;dysméliques
dysmélique;dysméliques;;dysmétriques
dysmétrique;dysmétriques;;dysontogénétiques
dysontogénétique;dysontogénétiques;;dysoriques
dysorique;dysoriques;;dysorthographiques
dysorthographique;dysorthographiques;;dysphoriques
dysphorique;dysphoriques;;dysplasiques
dysplasique;dysplasiques;;dysplastiques
dysplastique;dysplastiques;;dyspnéisante
dyspnéisant;dyspnéisante;dyspnéisantes;dyspnéisants
dysprosodique;dysprosodiques;;dyssociale
dyssocial;dyssociale;dyssociales;dyssociaux
dysthymique;dysthymiques;;dystociques
dystocique;dystociques;;dystrophiante
dystrophiant;dystrophiante;dystrophiantes;dystrophiants
dysérythropoïétique;dysérythropoïétiques;;déaminée
déaminé;déaminée;déaminées;déaminés
débectant;débectante;débectantes;débectants
débitif;débitifs;débitive;débitives
débloquant;débloquante;débloquantes;débloquants
débouchant;débouchante;débouchantes;débouchants
débourbeur;débourbeurs;débourbeuse;débourbeuses
débrayable;débrayables;;débroussaillante
débroussaillant;débroussaillante;débroussaillantes;débroussaillants
débroussé;débroussée;débroussées;débroussés
décachetable;décachetables;;décagones
décagone;décagones;;décahydratée
décahydraté;décahydratée;décahydratées;décahydratés
décalant;décalante;décalantes;décalants
décamétrique;décamétriques;;décanoïques
décanoïque;décanoïques;;décantables
décantable;décantables;;décapeurs
décapeur;décapeurs;décapeuse;décapeuses
décarburant;décarburante;décarburantes;décarburants
